authors,dates,statements,sources,targets,BianryTarget,BianryNumTarget
Madison Czopek,"January 8, 2025",“DEAL DONE: New Orleans Saints owner Gayle Benson make(s) a handshake deal of $789.5 million contract with former Saints QB Drew Brees as new general manager following Mickey Loomis departure…”,Facebook posts,false,Fake,0
Ciara O'Rourke,"January 8, 2025",Video shows Sean “Diddy” Combs “riding a bike in jail.”,Viral image,false,Fake,0
Loreben Tuquero,"January 7, 2025","President Joe Biden rescinded a Medal of Freedom given to Trump’s “campaign manager, Bradley Birkenfeld, in 2021.”",Grok AI,pants-fire,Fake,0
Sara Swann,"January 7, 2025",China has “a mystery disease outbreak” and has declared a “state of emergency.”,Instagram posts,false,Fake,0
Amy Sherman,"January 7, 2025",“They’re still counting the (2024 election) vote in some areas.”,Donald Trump,false,Fake,0
Loreben Tuquero,"January 7, 2025",“Elon Musk has just acquired Boeing.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"January 7, 2025","Video shows U.S. Rep. Nancy Pelosi, D-Calif., falling.",Viral image,false,Fake,0
Caleb McCullough,"January 7, 2025","Mike McCarthy “to take over as Head Coach for the San Francisco 49ers.""",Facebook posts,false,Fake,0
Maria Briceño,"January 7, 2025","El doctor Juan Rivera revela ""un nuevo truco natural"" con ajo y limón para la diabetes.",Facebook posts,false,Fake,0
Paul Specht,"January 6, 2025","Mitchell County, North Carolina, sheriff’s deputies “stole” generators intended for Hurricane Helene victims.",TikTok posts,false,Fake,0
Kwasi Gyamfi,"• January 6,",“They still haven’t cracked” Thomas Matthew Crooks’ phone.,Instagram posts,false,Fake,0
Caleb McCullough,"January 6, 2025",Photo shows a child “found” in several cities.,Facebook posts,false,Fake,0
Ciara O'Rourke,"January 6, 2025",“22 states will not be certifying the (2024) election.”,Threads posts,false,Fake,0
Madison Czopek,"January 6, 2025","“BREAKING: A second attack in New Orleans has been uncovered, police are searching.”",Facebook posts,false,Fake,0
D.L. Davis,"January 6, 2025","“Trump won 18-to-24-year-olds in Wisconsin.""",Social Media,half-true,Fake,0
Marta Campabadal,"• January 3,","""En Shanghai, se incendió ayer una bodega de la firma Temu”.",Facebook posts,false,Fake,0
Maria Briceño,"January 3, 2025",“Ella es Amelia Carter un hombre le prendió fuego mientras dormía en el tren de Nueva York”.,Facebook posts,false,Fake,0
Sara Swann,"January 3, 2025",Photo shows a large Temu warehouse in China “went up in flames.”,Social Media,false,Fake,0
Loreben Tuquero,"January 3, 2025","Video shows “Fort Worth, Texas pileup, January (1st), 2025.”",Instagram posts,false,Fake,0
Grace Abels,"January 2, 2025","Queen Consort Camilla revealed that she was ""born a man.”",Facebook posts,pants-fire,Fake,0
Maria Briceño,"January 2, 2025",“The subway burning victim's name was Amelia Carter.”,Facebook posts,false,Fake,0
Madeline Heim,"January 2, 2025",“There's never been a placebo-controlled study on childhood vaccines.”,Ron Johnson,false,Fake,0
Caleb McCullough,"December 30, 2024","“The true nature of cancer is a parasite, hence why, Ivermectin, in conjunction with mebendazole, and (fenbendazole) is so effective.”",Facebook posts,false,Fake,0
Sofia Ahmed,"December 30, 2024",Video shows CNN reporting that Pfizer representatives set Barbara O’Neill’s car on fire “for discovering an anti-diabetes method.”,Facebook posts,false,Fake,0
Sofia Ahmed,"December 30, 2024","RFK Jr. posted on X that, “Effective January 20th, all Genetically Modified Organisms (GMOs) will be BANNED in the United States.”",Instagram posts,false,Fake,0
Madison Czopek,"December 30, 2024","President Jimmy Carter verbatim said, “evangelical Christianity has been hijacked by people who would have given Jesus himself the boot if he knocked on their door.”",Threads posts,false,Fake,0
Caleb McCullough,"December 30, 2024",“Bill Gates will be implanting digital IDs in newborns in Kenya.”,Instagram posts,false,Fake,0
Caleb McCullough,"December 30, 2024",“The referees in the (Dec. 15) game between the Philadelphia Eagles and the Pittsburgh Steelers have been suspended after the match revealed that the officials overlooked numerous errors by the Eagles.”,Facebook posts,false,Fake,0
Jill Terreri,"• December 26,","We’ve created 732,000 jobs since I've been governor.",Kathy Hochul,mostly-true,Real,1
Sofia Ahmed,"December 20, 2024","Residents in states across the U.S. are eligible for a $2,200 holiday stimulus payment.",Facebook posts,false,Fake,0
Ciara O'Rourke,"December 20, 2024",Video shows Dr. Mehmet Oz and singer Reba McEntire promoting treatment for chronic lung diseases.,Viral image,false,Fake,0
Ciara O'Rourke,"December 20, 2024",The NFL punished three referees in “the game between the Atlanta Falcons and the Minnesota Vikings.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"December 20, 2024","Image shows Kate, the Princess of Wales, without hair.",Viral image,false,Fake,0
Ciara O'Rourke,"December 20, 2024",“The NFL has abruptly fired three referees who officiated the game between the San Francisco 49ers and the Los Angeles Rams.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"December 20, 2024",Video shows Vice President Kamala Harris “is plastered again!”,Instagram posts,false,Fake,0
Loreben Tuquero,"December 19, 2024","Tipster in UnitedHealthcare CEO killing is ineligible for reward money ""because she called 911 instead of the tip line.""",Social Media,false,Fake,0
Louis Jacobson,"December 19, 2024",Government shutdowns in 2013 and 2018 “cost our economy billions of dollars each.”,Sara Jacobs,true,Real,1
Madison Czopek,"December 19, 2024","Spending plan to prevent a government shutdown includes “a pay increase for members of Congress from $174,000 to $243,000 per year.”",Department of Government Efficiency,false,Fake,0
Ciara O'Rourke,"December 19, 2024","“Ivermectin is a treatment after Covid and after vaccination, it is an effective medicine in all phases of Covid 19.”",Facebook posts,false,Fake,0
Ciara O'Rourke,"December 18, 2024",Video shows footage of a “drone crash.”,Threads posts,false,Fake,0
Madison Czopek,"December 18, 2024",“Elon Musk unveils a $100 Tesla tablet that will revolutionize the technological world.”,Facebook posts,false,Fake,0
Kwasi Gyamfi,"• December 18,","“A Coca-Cola truck filled with kids was found by police in Cicero, Illinois.”",Instagram posts,false,Fake,0
Grace Abels,"December 18, 2024","“Men’s swimming team refuses to compete against Lia Thomas, calling her a 'cheat'”",Facebook posts,false,Fake,0
Jeff Cercone,"December 18, 2024",New Jersey drones are searching for missing radioactive material.,Instagram posts,false,Fake,0
Kwasi Gyamfi,"• December 17,",Video shows a drone crashed in New Jersey.,Instagram posts,false,Fake,0
Sara Swann,"December 17, 2024",“The school shooter in Madison Wisconsin Christian School shooting has been identified as a female identifying as a male.”,Social Media,false,Fake,0
Maria Briceño,"December 17, 2024","""The city of… is being warned to be alert & vigilant as there is a serial killer on the run,”  Robert Thibodeau.",Facebook posts,false,Fake,0
Madison Czopek,"December 17, 2024","Drones reported in the U.S., including around the U.S. Capitol, have directed-energy weapons that have a “space-based laser generating system that can create pestilence.”",Facebook posts,false,Fake,0
Jeff Cercone,"December 17, 2024",Photo shows a downed drone,Doug Mastriano,false,Fake,0
Sofia Ahmed,"December 17, 2024",Photo of a young man in a tie shows Wisconsin school shooter Natalie Rupnow.,Instagram posts,false,Fake,0
Loreben Tuquero,"December 17, 2024","Video shows “Yellowstone’s super volcano is now really, really exploding.”",Instagram posts,false,Fake,0
Sara Swann,"December 16, 2024","A video shows President Joe Biden saying, “There are no drones over the United States.”",Facebook posts,false,Fake,0
Jeff Cercone,"December 16, 2024",“The Pentagon has confirmed that the mysterious drones appearing across the globe are NOT of earthly origin.”,Instagram posts,pants-fire,Fake,0
Sofia Ahmed,"December 16, 2024",“Pride flags permanently prohibited at FIFA Club World Cup 2025.”,Threads posts,false,Fake,0
Madison Czopek,"December 13, 2024",Photos show mysterious drones reported flying over parts of New Jersey in November and December 2024.,Threads posts,false,Fake,0
Sofia Ahmed,"December 13, 2024",Video shows Mitch McConnell appearing in a press conference with a bandage around his head.,Instagram posts,false,Fake,0
Sara Swann,"December 13, 2024",Images show Taylor Swift with Elon Musk promoting a household energy consumption reduction device.,Facebook posts,pants-fire,Fake,0
Madison Czopek,"December 13, 2024","“After meeting with Elon Musk, Republican leader Sen. John Thune announces plans to cut Social Security.”",Instagram posts,false,Fake,0
Ciara O'Rourke,"December 13, 2024",Six hundred body bags were “filled the first day” of Hurricane Helene recovery in North Carolina.,Facebook posts,false,Fake,0
Ciara O'Rourke,"December 13, 2024",“Dr. Assad will return to ophthalmology after being deposed as president of Syria and plans to set up an eye clinic in Russia.”,Viral image,false,Fake,0
Sofia Ahmed,"December 12, 2024",“Texas declares bringing a pride flag to the classroom a crime.”,Threads posts,false,Fake,0
Maria Briceño,"December 12, 2024","Usuarios en redes sociales leen ‘manifiesto’ escrito por Luigi Mangione, el sospechoso de la muerte del ejecutivo de UnitedHealthcare.",TikTok posts,false,Fake,0
Ciara O'Rourke,"December 12, 2024",“Elon Musk said he might run for governor of California.”,Threads posts,false,Fake,0
Ciara O'Rourke,"December 12, 2024",Video shows actor Kevin Costner and Dr. Mehmet Oz discussing treatment for chronic lung diseases.,Facebook posts,false,Fake,0
Madison Czopek,"December 12, 2024",The 14th Amendment “has never been challenged at SCOTUS.”,Charlie Kirk,false,Fake,0
Sofia Ahmed,"December 12, 2024","Taylor Swift vowed to leave Elon Musk’s “toxic app X,” during the final moments of her Eras tour, calling him “rich, talented but heartless and immoral.”",Facebook posts,false,Fake,0
Hope Karnopp,"December 12, 2024","“The Universities of Wisconsin are 43rd out of 50 states in the nation, in terms of public support for our universities. The $855 million (budget request) gets us up to average.”",Jay Rothman,true,Real,1
Sara Swann,"December 11, 2024",“A $7.20 an hour McDonalds employee … now gets a cool 1/2 million dollar reward” for helping police find the suspected UnitedHealthcare CEO shooter.,Threads posts,false,Fake,0
Kwasi Gyamfi,"• December 11,",“Leaked secret recording” captured Ghana’s Vice President Mahamudu Bawumia calling Ghanaians “gullible and weak-minded.”,Facebook posts,false,Fake,0
Louis Jacobson,"December 11, 2024",About 1% of federal employees are “actually working in the office.”,Mike Johnson,pants-fire,Fake,0
Marta Campabadal,"• December 11,",“New $40K AIDS cure is nearly 100% effective and requires two shots yearly.”,Instagram posts,false,Fake,0
Sofia Ahmed,"December 11, 2024",Photo shows pile of X-rated DVDs found at former Syrian president Bashar Assad’s palace.,Threads posts,false,Fake,0
Jeff Cercone,"December 10, 2024","Substack article shows manifesto of Luigi Mangione, the suspect in health care executive's killing.",Social Media,false,Fake,0
Loreben Tuquero,"December 10, 2024","“Brian Thompson, the CEO of UnitedHealthcare, was set to testify against Nancy Pelosi for insider trading.”",Social Media,false,Fake,0
Ciara O'Rourke,"December 10, 2024",“Joe Rogan to replace Rachel Maddow as MSNBC’s prime-time host after Elon Musk takeover.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"December 10, 2024",Video shows Fox News host Jeanine Pirro criticizing President-elect Donald Trump.,Threads posts,false,Fake,0
